market_id,strategy,side,entry_time,entry_price,shares,exit_time,exit_price,fee_paid,pnl,reason
2934590,S35_5m_Lead_15m_Entry,YES,1784207212.47794,0.650000,5,1784207399.957443,1.000000,0.042052,1.707948,5m_lead lead_move=0.110 confirm=0.030
2934730,S35_5m_Lead_15m_Entry,YES,1784208704.713088,0.650000,5,1784208899.983656,1.000000,0.042052,1.707948,5m_lead lead_move=0.170 confirm=0.030
2934922,S35_5m_Lead_15m_Entry,YES,1784211098.252623,0.600000,5,1784211299.965166,1.000000,0.043200,1.956800,5m_lead lead_move=0.160 confirm=0.010
2941907,S35_5m_Lead_15m_Entry,YES,1784253997.006027,0.640000,5,1784254199.965999,0.000000,0.042467,-3.242467,5m_lead lead_move=0.100 confirm=0.010
2946230,S35_5m_Lead_15m_Entry,YES,1784295109.419198,0.600000,5,1784295299.982951,0.000000,0.043200,-3.043200,5m_lead lead_move=0.020 confirm=0.070
2946686,S35_5m_Lead_15m_Entry,YES,1784297791.99018,0.590000,5,1784297999.896367,0.000000,0.043155,-2.993155,5m_lead lead_move=0.110 confirm=0.030
2946950,S35_5m_Lead_15m_Entry,YES,1784301390.528409,0.630000,5,1784301599.900326,1.000000,0.042789,1.807211,5m_lead lead_move=0.080 confirm=0.010
2947461,S35_5m_Lead_15m_Entry,YES,1784304693.643408,0.620000,5,1784304899.99983,1.000000,0.043018,1.856982,5m_lead lead_move=0.060 confirm=0.060
2948579,S35_5m_Lead_15m_Entry,YES,1784308294.205934,0.640000,5,1784308499.959633,0.000000,0.042467,-3.242467,5m_lead lead_move=0.130 confirm=0.060
2948585,S35_5m_Lead_15m_Entry,YES,1784308606.782665,0.630000,5,1784308799.948706,0.000000,0.042789,-3.192789,5m_lead lead_move=0.110 confirm=0.050
2948603,S35_5m_Lead_15m_Entry,YES,1784308892.579678,0.650000,5,1784309099.911053,1.000000,0.042052,1.707948,5m_lead lead_move=0.130 confirm=0.020
2951520,S35_5m_Lead_15m_Entry,NO,1784323892.23933,0.510000,5,1784324099.914693,1.000000,0.039812,2.410188,5m_lead lead_move=-0.040 confirm=-0.030
2951909,S35_5m_Lead_15m_Entry,YES,1784325695.542886,0.650000,5,1784325900.002997,0.000000,0.042052,-3.292052,5m_lead lead_move=0.130 confirm=0.010
2963688,S35_5m_Lead_15m_Entry,YES,1784409702.424384,0.650000,5,1784409899.940613,0.000000,0.042052,-3.292052,5m_lead lead_move=0.240 confirm=0.020
2966536,S35_5m_Lead_15m_Entry,YES,1784416890.275917,0.600000,5,1784417099.918229,0.000000,0.043200,-3.043200,5m_lead lead_move=0.110 confirm=0.010
2974386,S35_5m_Lead_15m_Entry,YES,1784484700.693833,0.610000,5,1784484899.928287,1.000000,0.043155,1.906845,5m_lead lead_move=0.040 confirm=0.010
2978577,S35_5m_Lead_15m_Entry,YES,1784500005.575473,0.630000,5,1784500199.93464,1.000000,0.042789,1.807211,5m_lead lead_move=0.120 confirm=0.030
2979392,S35_5m_Lead_15m_Entry,YES,1784511103.507455,0.650000,5,1784511299.982276,1.000000,0.042052,1.707948,5m_lead lead_move=0.150 confirm=0.010
2986300,S35_5m_Lead_15m_Entry,YES,1784540516.187344,0.530000,5,1784540699.8873,1.000000,0.041109,2.308891,5m_lead lead_move=0.030 confirm=0.020
2988669,S35_5m_Lead_15m_Entry,YES,1784558496.408249,0.650000,5,1784558699.996306,1.000000,0.042052,1.707948,5m_lead lead_move=0.140 confirm=0.010
2988697,S35_5m_Lead_15m_Entry,YES,1784559109.397358,0.650000,5,1784559299.947794,0.000000,0.042052,-3.292052,5m_lead lead_move=0.030 confirm=0.120
2989051,S35_5m_Lead_15m_Entry,YES,1784562702.683513,0.650000,5,1784562899.995893,1.000000,0.042052,1.707948,5m_lead lead_move=0.140 confirm=0.060
2989594,S35_5m_Lead_15m_Entry,YES,1784562991.629145,0.640000,5,1784563199.923756,1.000000,0.042467,1.757533,5m_lead lead_move=0.170 confirm=0.010
