market_id,strategy,side,entry_time,entry_price,shares,exit_time,exit_price,fee_paid,pnl,reason
2933933,S21_WindowDelta_Purist,NO,1784201694.906732,0.060000,15,1784201699.898366,0.000000,0.000716,-0.900716,delta=-0.0120% at T-5.0s
2951087,S21_WindowDelta_Purist,NO,1784319594.855097,0.060000,15,1784319599.895442,0.000000,0.000716,-0.900716,delta=-0.0342% at T-5.0s
2953311,S21_WindowDelta_Purist,NO,1784329194.868661,0.020000,50,1784329199.903404,1.000000,0.000096,48.999904,delta=-0.0202% at T-5.0s
2953542,S21_WindowDelta_Purist,NO,1784331895.038044,0.150000,5,1784331899.99364,1.000000,0.003048,4.246952,delta=-0.0156% at T-5.0s
2953679,S21_WindowDelta_Purist,YES,1784333094.952213,0.050000,20,1784333099.944628,0.000000,0.000564,-1.000564,delta=0.0181% at T-5.0s
2954332,S21_WindowDelta_Purist,NO,1784336695.032824,0.120000,5,1784336700.001192,0.000000,0.001673,-0.601673,delta=-0.0141% at T-5.0s
2961155,S21_WindowDelta_Purist,YES,1784396094.950555,0.200000,5,1784396099.966,1.000000,0.006400,3.993600,delta=0.0115% at T-5.0s
2968042,S21_WindowDelta_Purist,YES,1784428794.923139,0.170000,5,1784428799.916016,0.000000,0.004231,-0.854231,delta=0.0142% at T-5.0s
2970433,S21_WindowDelta_Purist,YES,1784447694.895255,0.110000,5,1784447699.930474,0.000000,0.001318,-0.551318,delta=0.0205% at T-5.0s
