market_id,strategy,side,entry_time,entry_price,shares,exit_time,exit_price,fee_paid,pnl,reason
2934831,S42_First60s_FakeoutFade,NO,1784209554.200679,0.230000,5,1784209799.95927,0.000000,0.009017,-1.159017,"first60s_fakeout side=NO cur=0.1336% extreme=(0.0000%,0.1850%) twap=0.1369%"
2940920,S42_First60s_FakeoutFade,YES,1784244025.620946,0.240000,5,1784244299.917143,0.000000,0.009981,-1.209981,"first60s_fakeout side=YES cur=-0.0890% extreme=(-0.1421%,0.0000%) twap=-0.0991%"
2941224,S42_First60s_FakeoutFade,NO,1784249157.880786,0.380000,5,1784249399.956038,0.000000,0.026366,-1.926366,"first60s_fakeout side=NO cur=0.0532% extreme=(0.0000%,0.1142%) twap=0.0656%"
2946540,S42_First60s_FakeoutFade,NO,1784296824.816021,0.440000,5,1784297099.937954,0.000000,0.033392,-2.233392,"first60s_fakeout side=NO cur=0.0618% extreme=(0.0000%,0.1135%) twap=0.0651%"
2946722,S42_First60s_FakeoutFade,NO,1784298337.071149,0.390000,5,1784298599.990555,1.000000,0.027591,3.022409,"first60s_fakeout side=NO cur=0.0574% extreme=(0.0000%,0.1105%) twap=0.0676%"
2947461,S42_First60s_FakeoutFade,NO,1784304645.986072,0.290000,5,1784304899.99983,0.000000,0.015368,-1.465368,"first60s_fakeout side=NO cur=0.0828% extreme=(0.0000%,0.1434%) twap=0.1059%"
2961997,S42_First60s_FakeoutFade,NO,1784399118.785167,0.660000,5,1784399399.947704,1.000000,0.041543,1.658457,"first60s_fakeout side=NO cur=0.0206% extreme=(0.0000%,0.1054%) twap=0.0536%"
2978861,S42_First60s_FakeoutFade,YES,1784504752.681747,0.370000,5,1784504999.991225,0.000000,0.025130,-1.875130,"first60s_fakeout side=YES cur=-0.0476% extreme=(-0.1020%,0.0328%) twap=-0.0542%"
2979643,S42_First60s_FakeoutFade,YES,1784514022.90428,0.410000,5,1784514299.993017,1.000000,0.029989,2.920011,"first60s_fakeout side=YES cur=-0.0402% extreme=(-0.1029%,0.0000%) twap=-0.0668%"
2986083,S42_First60s_FakeoutFade,NO,1784536546.393895,0.320000,5,1784536799.904382,1.000000,0.018940,3.381060,"first60s_fakeout side=NO cur=0.0654% extreme=(-0.0061%,0.1227%) twap=0.0956%"
2987312,S42_First60s_FakeoutFade,NO,1784547054.133679,0.110000,5,1784547300.004816,0.000000,0.001318,-0.551318,"first60s_fakeout side=NO cur=0.1628% extreme=(-0.0095%,0.2183%) twap=0.1684%"
2987378,S42_First60s_FakeoutFade,NO,1784547946.846297,0.480000,5,1784548199.957001,0.000000,0.037380,-2.437380,"first60s_fakeout side=NO cur=0.0387% extreme=(0.0000%,0.1011%) twap=0.0530%"
2988339,S42_First60s_FakeoutFade,NO,1784555736.899101,0.420000,5,1784555999.900039,1.000000,0.031154,2.868846,"first60s_fakeout side=NO cur=0.0117% extreme=(-0.0077%,0.1119%) twap=0.0879%"
2988833,S42_First60s_FakeoutFade,NO,1784559653.217606,0.380000,5,1784559899.918003,0.000000,0.026366,-1.926366,"first60s_fakeout side=NO cur=0.0443% extreme=(-0.0002%,0.1006%) twap=0.0565%"
2988850,S42_First60s_FakeoutFade,NO,1784560240.312384,0.430000,5,1784560499.876069,0.000000,0.032290,-2.182290,"first60s_fakeout side=NO cur=0.0630% extreme=(0.0000%,0.1152%) twap=0.0683%"
2989594,S42_First60s_FakeoutFade,NO,1784562940.99827,0.370000,5,1784563199.923756,0.000000,0.025130,-1.875130,"first60s_fakeout side=NO cur=0.0927% extreme=(0.0000%,0.1433%) twap=0.1006%"
