market_id,strategy,side,entry_time,entry_price,shares,exit_time,exit_price,fee_paid,pnl,reason
2933933,S29_TimeDecay_Extremity,NO,1784201689.919305,0.160000,5,1784201699.898366,0.000000,0.003613,-0.803613,extremity ask=0.160 side=NO delta=-0.0116% T-10.0s
2933981,S29_TimeDecay_Extremity,NO,1784201990.104183,0.030000,30,1784201999.989534,0.000000,0.000191,-0.900191,extremity ask=0.030 side=NO delta=0.0178% T-9.9s
2934041,S29_TimeDecay_Extremity,NO,1784202589.955271,0.170000,5,1784202599.888569,1.000000,0.004231,4.145769,extremity ask=0.170 side=NO delta=0.0021% T-9.9s
2934354,S29_TimeDecay_Extremity,YES,1784204090.03699,0.040000,25,1784204099.889787,0.000000,0.000369,-1.000369,extremity ask=0.040 side=YES delta=-0.0182% T-9.9s
2934577,S29_TimeDecay_Extremity,NO,1784207089.988676,0.060000,15,1784207099.947875,0.000000,0.000716,-0.900716,extremity ask=0.060 side=NO delta=0.0098% T-10.0s
2934623,S29_TimeDecay_Extremity,NO,1784207990.021147,0.020000,50,1784207999.954737,0.000000,0.000096,-1.000096,extremity ask=0.020 side=NO delta=0.0080% T-9.9s
2934777,S29_TimeDecay_Extremity,YES,1784209189.984675,0.120000,5,1784209199.984145,0.000000,0.001673,-0.601673,extremity ask=0.120 side=YES delta=-0.0075% T-10.0s
2935273,S29_TimeDecay_Extremity,NO,1784216990.029285,0.100000,10,1784216999.951163,0.000000,0.002025,-1.002025,extremity ask=0.100 side=NO delta=0.0182% T-9.9s
2935583,S29_TimeDecay_Extremity,YES,1784219090.039461,0.030000,30,1784219099.930195,0.000000,0.000191,-0.900191,extremity ask=0.030 side=YES delta=-0.0153% T-9.9s
2937288,S29_TimeDecay_Extremity,YES,1784228390.007665,0.020000,50,1784228399.898124,0.000000,0.000096,-1.000096,extremity ask=0.020 side=YES delta=-0.0170% T-9.9s
2937410,S29_TimeDecay_Extremity,YES,1784229589.91185,0.040000,25,1784229599.891282,0.000000,0.000369,-1.000369,extremity ask=0.040 side=YES delta=-0.0184% T-10.0s
2937491,S29_TimeDecay_Extremity,YES,1784230790.040044,0.140000,5,1784230799.931368,0.000000,0.002537,-0.702537,extremity ask=0.140 side=YES delta=-0.0103% T-9.9s
2937708,S29_TimeDecay_Extremity,YES,1784232890.094781,0.030000,30,1784232899.981904,0.000000,0.000191,-0.900191,extremity ask=0.030 side=YES delta=-0.0138% T-9.9s
2937736,S29_TimeDecay_Extremity,YES,1784233790.098412,0.030000,30,1784233800.001427,0.000000,0.000191,-0.900191,extremity ask=0.030 side=YES delta=-0.0137% T-9.9s
2937751,S29_TimeDecay_Extremity,NO,1784234089.897543,0.030000,30,1784234099.896142,0.000000,0.000191,-0.900191,extremity ask=0.030 side=NO delta=0.0150% T-10.0s
2937826,S29_TimeDecay_Extremity,NO,1784234689.949352,0.150000,5,1784234699.893131,1.000000,0.003048,4.246952,extremity ask=0.150 side=NO delta=0.0013% T-9.9s
2937834,S29_TimeDecay_Extremity,NO,1784234989.964307,0.020000,50,1784234999.944452,0.000000,0.000096,-1.000096,extremity ask=0.020 side=NO delta=0.0100% T-10.0s
2937879,S29_TimeDecay_Extremity,NO,1784235889.89718,0.020000,50,1784235899.891278,0.000000,0.000096,-1.000096,extremity ask=0.020 side=NO delta=0.0187% T-10.0s
2937934,S29_TimeDecay_Extremity,NO,1784237389.950024,0.120000,5,1784237399.947107,0.000000,0.001673,-0.601673,extremity ask=0.120 side=NO delta=0.0130% T-10.0s
2937997,S29_TimeDecay_Extremity,NO,1784238290.063011,0.060000,15,1784238299.997709,0.000000,0.000716,-0.900716,extremity ask=0.060 side=NO delta=-0.0014% T-9.9s
2938034,S29_TimeDecay_Extremity,NO,1784238889.940346,0.110000,5,1784238899.932675,1.000000,0.001318,4.448682,extremity ask=0.110 side=NO delta=-0.0148% T-10.0s
2938435,S29_TimeDecay_Extremity,YES,1784239789.968714,0.090000,10,1784239799.963544,0.000000,0.001509,-0.901509,extremity ask=0.090 side=YES delta=-0.0108% T-10.0s
2938439,S29_TimeDecay_Extremity,NO,1784240089.983287,0.130000,5,1784240099.957255,0.000000,0.002079,-0.652079,extremity ask=0.130 side=NO delta=-0.0152% T-10.0s
2938530,S29_TimeDecay_Extremity,NO,1784241589.96743,0.060000,15,1784241599.919446,0.000000,0.000716,-0.900716,extremity ask=0.060 side=NO delta=0.0145% T-10.0s
2940986,S29_TimeDecay_Extremity,YES,1784245190.076668,0.130000,5,1784245199.984047,0.000000,0.002079,-0.652079,extremity ask=0.130 side=YES delta=-0.0173% T-9.9s
2942197,S29_TimeDecay_Extremity,NO,1784258989.930022,0.060000,15,1784258999.907801,0.000000,0.000716,-0.900716,extremity ask=0.060 side=NO delta=0.0171% T-10.0s
2942217,S29_TimeDecay_Extremity,NO,1784259290.053465,0.110000,5,1784259299.987017,0.000000,0.001318,-0.551318,extremity ask=0.110 side=NO delta=-0.0489% T-9.9s
2942708,S29_TimeDecay_Extremity,YES,1784261690.04748,0.080000,10,1784261700.003541,0.000000,0.001083,-0.801083,extremity ask=0.080 side=YES delta=-0.0101% T-10.0s
2945828,S29_TimeDecay_Extremity,YES,1784287490.002527,0.190000,5,1784287499.92323,0.000000,0.005625,-0.955625,extremity ask=0.190 side=YES delta=-0.0173% T-9.9s
2945879,S29_TimeDecay_Extremity,NO,1784288690.019196,0.020000,50,1784288699.996699,0.000000,0.000096,-1.000096,extremity ask=0.020 side=NO delta=0.0194% T-10.0s
2945924,S29_TimeDecay_Extremity,YES,1784289890.099375,0.090000,10,1784289899.957538,0.000000,0.001509,-0.901509,extremity ask=0.090 side=YES delta=-0.0139% T-9.9s
2946219,S29_TimeDecay_Extremity,YES,1784294690.096592,0.120000,5,1784294700.000378,0.000000,0.001673,-0.601673,extremity ask=0.120 side=YES delta=-0.0135% T-9.9s
2947461,S29_TimeDecay_Extremity,NO,1784304890.027038,0.130000,5,1784304899.99983,0.000000,0.002079,-0.652079,extremity ask=0.130 side=NO delta=0.0132% T-10.0s
2947777,S29_TimeDecay_Extremity,NO,1784307289.918624,0.180000,5,1784307299.891075,0.000000,0.004902,-0.904902,extremity ask=0.180 side=NO delta=-0.0007% T-10.0s
2948769,S29_TimeDecay_Extremity,YES,1784310290.03858,0.150000,5,1784310299.998746,0.000000,0.003048,-0.753048,extremity ask=0.150 side=YES delta=-0.0160% T-10.0s
2949667,S29_TimeDecay_Extremity,NO,1784311790.109631,0.100000,10,1784311800.004756,0.000000,0.002025,-1.002025,extremity ask=0.100 side=NO delta=0.0182% T-9.9s
2950871,S29_TimeDecay_Extremity,NO,1784315989.979157,0.160000,5,1784315999.909768,1.000000,0.003613,4.196387,extremity ask=0.160 side=NO delta=0.0127% T-9.9s
2950911,S29_TimeDecay_Extremity,NO,1784316889.919557,0.180000,5,1784316899.899782,0.000000,0.004902,-0.904902,extremity ask=0.180 side=NO delta=0.0070% T-10.0s
2951451,S29_TimeDecay_Extremity,YES,1784322590.052283,0.040000,25,1784322599.962096,0.000000,0.000369,-1.000369,extremity ask=0.040 side=YES delta=-0.0158% T-9.9s
2951482,S29_TimeDecay_Extremity,YES,1784323190.065602,0.170000,5,1784323200.005127,0.000000,0.004231,-0.854231,extremity ask=0.170 side=YES delta=-0.0119% T-9.9s
2951500,S29_TimeDecay_Extremity,YES,1784323789.953442,0.060000,15,1784323799.947006,0.000000,0.000716,-0.900716,extremity ask=0.060 side=YES delta=-0.0182% T-10.0s
2951564,S29_TimeDecay_Extremity,YES,1784324389.908085,0.030000,30,1784324399.902218,0.000000,0.000191,-0.900191,extremity ask=0.030 side=YES delta=-0.0048% T-10.0s
2951645,S29_TimeDecay_Extremity,NO,1784324690.050142,0.200000,5,1784324699.943602,0.000000,0.006400,-1.006400,extremity ask=0.200 side=NO delta=0.0005% T-9.9s
2951651,S29_TimeDecay_Extremity,NO,1784324989.897511,0.070000,10,1784324999.892044,0.000000,0.000742,-0.700742,extremity ask=0.070 side=NO delta=-0.0131% T-10.0s
2951861,S29_TimeDecay_Extremity,NO,1784325589.948738,0.130000,5,1784325599.898577,0.000000,0.002079,-0.652079,extremity ask=0.130 side=NO delta=-0.0143% T-9.9s
2951972,S29_TimeDecay_Extremity,YES,1784326190.012808,0.050000,20,1784326199.984817,0.000000,0.000564,-1.000564,extremity ask=0.050 side=YES delta=-0.0080% T-10.0s
